Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SEARB,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Female,5363885,5360442,5345428,5320132,5289945,5262295,5241474,5228002,5220119,5214154,5207709,5198523,5184635
SEARB,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Female,5359695,5362529,5356940,5341957,5316709,5286405,5258815,5238057,5224667,5216899,5211072,5204716,5195571
SEARB,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Female,5350524,5357690,5358725,5353172,5338228,5312820,5282574,5255046,5234362,5221056,5213408,5207658,5201353
SEARB,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Female,5336614,5348073,5353813,5354889,5349376,5334252,5308901,5278712,5251249,5230633,5217427,5209839,5204140
SEARB,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Female,5317311,5333959,5344354,5350132,5351253,5345569,5330498,5305199,5275063,5247650,5227118,5213953,5206406
SEARB,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Female,5294132,5314557,5330501,5340941,5346759,5347735,5342097,5327071,5301815,5271708,5244354,5223852,5210718
SEARB,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Female,5268943,5291224,5311315,5327304,5337782,5343477,5344489,5338891,5323898,5298658,5268591,5241254,5220787
SEARB,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Female,5245970,5265603,5287944,5308080,5324109,5334436,5340168,5341215,5335641,5320661,5295465,5265418,5238114
SEARB,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Female,5231187,5241696,5261832,5284217,5304388,5320182,5330540,5336305,5337382,5331838,5316942,5291784,5261780
SEARB,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Female,5241052,5225462,5236954,5257130,5279551,5299331,5315154,5325542,5331358,5332506,5327110,5312291,5287198
SEARB,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Female,5275668,5233600,5219473,5231012,5251220,5273067,5292868,5308730,5319195,5325134,5326521,5321251,5306519
SEARB,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Female,5317486,5266522,5226351,5212293,5223861,5243316,5265184,5285027,5300996,5311634,5317897,5319459,5314304
SEARB,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Female,5350532,5306846,5258141,5218052,5204040,5214706,5234174,5256085,5276056,5292239,5303279,5309762,5311458
SEARB,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Female,5359131,5338664,5297517,5248906,5208871,5193840,5204516,5224023,5246076,5266289,5282922,5294208,5300838
SEARB,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Female,5340899,5346331,5328597,5287542,5238986,5197842,5182823,5193539,5213193,5235504,5256188,5273071,5284511
SEARB,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Female,5304830,5327287,5335611,5317967,5276951,5227204,5186068,5171102,5181975,5201887,5224681,5245618,5262656
SEARB,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Female,5252700,5290481,5315970,5324374,5306746,5264454,5214706,5173632,5158845,5169982,5190395,5213445,5234533
SEARB,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Female,5191229,5238191,5278906,5304459,5312851,5293906,5251600,5201922,5161044,5146531,5158173,5178835,5202036
SEARB,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Female,5133241,5177639,5226964,5267714,5293231,5300371,5281398,5239162,5189682,5149080,5135051,5146930,5167732
SEARB,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Female,5088203,5121579,5167344,5216658,5257359,5281798,5288909,5269997,5227937,5178709,5138539,5124729,5136747
SEARB,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Female,5057916,5079075,5112566,5158273,5207518,5247385,5271806,5278967,5260195,5218335,5169460,5129485,5115812
SEARB,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Female,5036436,5051355,5071361,5104763,5150398,5199064,5238919,5263391,5270651,5252012,5210405,5161692,5121848
SEARB,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Female,5016512,5031788,5044660,5064560,5097901,5143178,5191843,5231737,5256279,5263624,5245144,5203660,5155076
SEARB,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Female,4990001,5012613,5025625,5038404,5058258,5091385,5136667,5185371,5225319,5249922,5257379,5238996,5197637
SEARB,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Female,4949581,4985674,5006486,5019429,5032179,5051881,5085018,5130345,5179104,5219114,5243828,5251375,5233114
SEARB,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Female,4893018,4944204,4979333,5000108,5013036,5025642,5045356,5078542,5123954,5172801,5212936,5237762,5245423
SEARB,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Female,4820959,4886576,4937652,4972768,4993529,5006318,5018927,5038708,5072005,5117547,5166549,5206809,5231747
SEARB,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Female,4737882,4813641,4879790,4930870,4965962,4986574,4999361,5012046,5031971,5065436,5111158,5160305,5200672
SEARB,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Female,4650264,4729883,4806507,4872667,4923708,4958624,4979226,4992087,5004936,5025054,5058728,5104605,5153858
SEARB,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Female,4567856,4641827,4722319,4798942,4865057,4915872,4950768,4971442,4984467,4997508,5017855,5051686,5097676
SEARB,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Female,4494713,4559038,4633736,4714224,4790789,4856626,4907409,4942368,4963187,4976393,4989657,5010170,5044120
SEARB,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Female,4425860,4485412,4550356,4625060,4705494,4781722,4847515,4898338,4933412,4954392,4967818,4981239,5001883
SEARB,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Female,4357458,4416114,4476206,4541171,4615839,4695901,4772075,4837887,4888803,4923998,4945179,4958761,4972321
SEARB,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Female,4285838,4347469,4406586,4466711,4531659,4605976,4685985,4762160,4828030,4879036,4914404,4935720,4949442
SEARB,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Female,4214178,4275809,4337822,4396980,4457101,4521764,4596035,4676038,4752253,4818182,4869323,4904803,4926247
SEARB,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Female,4146458,4204203,4266153,4328196,4387352,4447272,4511912,4586183,4666216,4742465,4808487,4859709,4895294
SEARB,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Female,4156472,4136509,4194493,4256471,4318511,4377537,4437445,4502106,4576408,4656463,4732771,4798841,4850138
SEARB,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Female,4095617,4146234,4126607,4184624,4246598,4308559,4367581,4427518,4492226,4566554,4646639,4722971,4789081
SEARB,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Female,4003521,4085024,4135762,4116359,4174384,4236309,4298260,4357311,4417299,4482046,4556403,4636496,4712843
SEARB,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Female,3906288,3992423,4073943,4124734,4105540,4163526,4225440,4287413,4346510,4406545,4471337,4545705,4625796
SEARB,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Female,3808613,3894550,3980688,4062165,4112979,4093953,4151937,4213863,4275874,4335016,4395104,4459929,4534304
SEARB,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Female,3711254,3796190,3882138,3968201,4049606,4100383,4081577,4139580,4201533,4263579,4322776,4382905,4447756
SEARB,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Female,3613452,3698150,3783094,3868951,3954910,4036172,4086962,4068410,4126444,4188428,4250520,4309759,4369923
SEARB,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Female,3514536,3599681,3684367,3769208,3854945,3940732,4021895,4072715,4054445,4112519,4174540,4236657,4295928
SEARB,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Female,3413554,3500115,3585212,3669777,3754485,3840033,3925691,4006766,4057631,4039658,4097776,4159814,4221946
SEARB,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Female,3310933,3398471,3484934,3569889,3654302,3738817,3824214,3909743,3990735,4041644,4023989,4082128,4144174
SEARB,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Female,3207012,3295142,3382539,3468831,3553609,3637815,3722161,3807408,3892813,3973707,4024662,4007329,4065478
SEARB,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Female,3093765,3190419,3278410,3365608,3451695,3536247,3620260,3704438,3789534,3874796,3955587,4006570,3989574
SEARB,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Female,2967607,3076295,3172846,3260610,3347572,3433408,3517743,3601564,3685570,3770500,3855605,3936269,3987278
SEARB,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Female,2832012,2949217,3057894,3154141,3241644,3328322,3413914,3498031,3581652,3665468,3750215,3835142,3915664
SEARB,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Female,2696775,2812698,2930041,3038301,3134210,3221400,3307806,3393148,3477035,3560435,3644043,3728577,3813310
SEARB,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Female,2563304,2676543,2792801,2909625,3017431,3112939,3199828,3285949,3371025,3454651,3537811,3621181,3705485
SEARB,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Female,2419413,2542194,2655924,2771612,2887869,2995148,3090265,3176835,3262645,3347420,3430767,3513656,3596763
SEARB,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Female,2261996,2397617,2520851,2633964,2749031,2864638,2971388,3066084,3152300,3237767,3322217,3405253,3487844
SEARB,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Female,2099905,2239774,2375665,2498120,2610565,2724920,2839863,2946042,3040278,3126107,3211211,3295302,3377998
SEARB,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Female,1943949,2077437,2217388,2352281,2473892,2585569,2699194,2813421,2918981,3012722,3098146,3182850,3266548
SEARB,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Female,1791019,1921258,2054727,2193513,2327323,2447978,2558861,2671697,2785154,2890056,2983274,3068250,3152503
SEARB,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Female,1663877,1768132,1898226,2030461,2167980,2300578,2420236,2530261,2642250,2754885,2859081,2951715,3036179
SEARB,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Female,1572724,1640498,1744804,1873547,2004433,2140543,2271861,2390438,2499538,2610616,2722359,2825764,2917727
SEARB,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Female,1505488,1548314,1616576,1719718,1846981,1976369,2110977,2240902,2358309,2466401,2576480,2687222,2789732
SEARB,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Female,1438582,1479598,1523283,1590792,1692654,1818272,1946055,2079028,2207439,2323562,2430548,2539506,2649126
SEARB,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Female,1374608,1411155,1453050,1496300,1562974,1663410,1787262,1913295,2044483,2171237,2285949,2391699,2499411
SEARB,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Female,1314025,1345644,1383084,1424499,1467259,1532992,1631899,1753827,1877952,2007190,2132131,2245284,2349670
SEARB,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Female,1254803,1283574,1316029,1352999,1393878,1436072,1500794,1598035,1717871,1839915,1967028,2089979,2201428
SEARB,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Female,1197060,1222935,1252354,1284375,1320820,1361083,1402663,1466275,1561699,1679257,1799033,1923826,2044616
SEARB,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Female,1143070,1163798,1190082,1219066,1250595,1286437,1326025,1366921,1429313,1522752,1637835,1755146,1877429
SEARB,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Female,1092582,1108331,1129296,1155156,1183643,1214610,1249788,1288630,1328761,1389813,1481101,1593507,1708163
SEARB,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Female,1038906,1056203,1072108,1092743,1118117,1146045,1176392,1210840,1248857,1288142,1347740,1436716,1546256
SEARB,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Female,979148,1000906,1018193,1033885,1054139,1078974,1106289,1135960,1169609,1206723,1245089,1303131,1389646
SEARB,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Female,915345,939705,961280,978251,993693,1013524,1037776,1064431,1093368,1126149,1162292,1199676,1256069
SEARB,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Female,852680,874848,898848,919865,936484,951645,971020,994644,1020584,1048722,1080569,1115674,1152013
SEARB,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Female,790638,811325,833141,856381,876793,893021,907871,926750,949694,974860,1002145,1032999,1067008
SEARB,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Female,726656,748528,768934,789993,812419,832175,847976,862476,880813,903025,927367,953747,983552
SEARB,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Female,660303,684169,705683,725302,745554,767106,786159,801488,815596,833339,854765,878223,903632
SEARB,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Female,592824,617947,641290,661831,680613,699996,720627,738925,753733,767400,784500,805077,827585
SEARB,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Female,3437723,3568218,3706221,3851473,4000715,4151960,4305708,4462884,4621018,4776896,4929781,5083172,5240078
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Male+Female,0.02195,0.02146,0.02098,0.02051,0.02005,0.0196,0.01917,0.01875,0.01834,0.01794,0.01755,0.01718,0.01681
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Male+Female,0.00536,0.00517,0.00499,0.00481,0.00465,0.00449,0.00434,0.00419,0.00404,0.0039,0.00377,0.00365,0.00354
